Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
4247264:106	the path comes straight down too; my legs went wobbly long before reaching the bottom, by evening they had stiffened up, and i could barely walk for the next three days --lrb- the boys were alright! --rrb-.	the	boys	alright	the boys	2	(NP (DT the) (NNS boys))
4248509:37	heavy reclamation walls were built from time to time as the docks were extended seawards and today, the dock estate lies entirely on land reclaimed from the foreshore.	the	docks	extended	the docks	2	(NP (DT the) (NNS docks))
4249264:91	in 864 a royal assembly at pitres near rouen dealt with the problem --lrb- without indicating how widespread it was --rrb- of migrant wage-workers in vineyards: clearly some landlords were short of labour at least at harvest-time, and to persuade such migrants to return to their original farms were willing to reassure them that they could keep their earnings.	some	landlords	short	clearly some landlords	3	(NP (RB clearly) (DT some) (NNS landlords))
4249519:9	when the counsellors were ready, they met again with the king and agreed their proposals.	the	counsellors	ready	the counsellors	2	(NP (DT the) (NNS counsellors))
4249801:20	it was equally predictable that these contacts were liveliest with the west frankish church; and that it was charles the bald who responded most strongly, both positively, to papal appeals for help, and also aggressively, to what he saw as papal interference in the west frankish church's political concordat with his own regime.	these	contacts	liveliest	these contacts	2	(NP (DT these) (NNS contacts))
4249831:71	he lost both office and influence at court as a result of factional enmity, but louis the pious's disfavour ensured that the losses were permanent.	the	losses	permanent	the losses	2	(NP (DT the) (NNS losses))
4250485:12	men on both sides were jumpy; but the cause was not cowardice.	both	sides	jumpy	both sides	2	(NP (DT both) (NNS sides))
4253916:31	--lrb- it was not until the 1939 conclave that all the cardinals were present at a papal election, due as one observer put it to" the advance of medicine and transport". --rrb-	the	cardinals	present	all the cardinals	3	(NP (PDT all) (DT the) (NNS cardinals))
4254185:4	the clergy were integral to government at all levels.	the	clergy	integral	the clergy	2	(NP (DT The) (NNS clergy))
4254539:7	not all popes were interested, as we shall see, in the furtherance of political power.	all	popes	interested	not all	2	(ADJP (RB Not) (DT all))
4255050:79	as one example, we know that it was at this time that he took the opportunity to fill the vacant see of york since the canons were present and thus he could postulate and consecrate walter gray.	the	canons	present	the canons	2	(NP (DT the) (NNS canons))
4255123:42	but while the canon lawyers were protected and enjoyed immunities as clerics, the civilians were open to exploitation and their numbers began to show a dramatic fall until the emperor frederick i intervened in 1158 to grant them certain immunities from taxes and tolls -- much as the clerics already had -- and their own jurisdiction.	the	civilians	open	the civilians	2	(NP (DT the) (NNS civilians))
4255354:18	at first some of the monks were loath to enter on a long and expensive case before the pope, but they had among their number a man of mature years, called thomas of marlborough, who had been at the schools of paris and who had taught at oxford.	the	monks	loath	the monks	2	(NP (DT the) (NNS monks))
4256427:5	some changes were small but others significant -- and all were being made virtually each month by secretaries of state, by the national curriculum council --lrb- ncc --rrb- and by the school examinations and assessment council --lrb- seac --rrb-.	some	changes	small	some changes	2	(NP (DT Some) (NNS changes))
4256653:66	observations reported by davies quoted in laws and dennison --lrb- 1990:275 --rrb- showed that" on average 60% of all activities were less than nine minutes in duration, while only 7% lasted beyond an hour".	all	activities	less	all activities	2	(NP (DT all) (NNS activities))
4258616:8	individually the trusts were small, usually maintaining only about 20 miles of road, but as they were formed and linked, the basis for a coherent road network was being established.	the	trusts	small	the trusts	2	(NP (DT the) (NNS trusts))
4258911:33	after all, among the activities that most benefited from the canals were many in which labour-displacing technologies had hardly developed.	the	canals	many	the canals	2	(NP (DT the) (NNS canals))
4260203:4	the campaniles were separate but not generally as tall as lombard ones.	the	campaniles	separate	the campaniles	2	(NP (DT The) (NNS campaniles))
4260548:4	these towers were transeptal or set just behind the apses and were polygonal or circular in form.	these	towers	transeptal	these towers	2	(NP (DT These) (NNS towers))
4260929:17	further problems arose because the aisles were narrower and lower than nave or choir, and it was difficult to reconcile these variations with the use of a semi-circular arch.	the	aisles	narrower	the aisles	2	(NP (DT the) (NNS aisles))
4263193:120	where the spectral bands making up the multispectral tm or mss image are highly correlated then more of the information contained in the multispectral image will be compressed into principal component 1 than would be the case if the intercorrelations among the bands were low.	the	bands	low	the bands	2	(NP (DT the) (NNS bands))
4264184:43	street lighting seeped into the tiny landing from an open door so at least some curtains were undrawn and he daren't use the torch.	some	curtains	undrawn	at least some curtains	4	(NP (ADVP (IN at) (JJS least)) (DT some) (NNS curtains))
4266584:30	let me say that i would imagine the courses were genuine for most of the time, but on occasional weekends, perhaps, they taught something rather different."	the	courses	genuine	the courses	2	(NP (DT the) (NNS courses))
4268588:14	through the double glazing the trees were heavy with snow, and when the wind blew handfuls of it away it looked as though the trees were breathing on the cold air.	the	trees	heavy	the trees	2	(NP (DT the) (NNS trees))
4269896:14	the leather creaked but the hooves were silent in the snow.	the	hooves	silent	the hooves	2	(NP (DT the) (NNS hooves))
4270433:61	on one wall there were ancient documents -- some merely signatures -- framed in modest elegance, but apart from that the walls were plain.	the	walls	plain	the walls	2	(NP (DT the) (NNS walls))
4270958:7	on the walls were small pieces of wood that i later learned were the sculptures of one of signe's ex-boyfriends.	the	walls	small	the walls	2	(NP (DT the) (NNS walls))
4271148:4	the trees were dense with leaves.	the	trees	dense	the trees	2	(NP (DT The) (NNS trees))
4273427:27	christmas had only just gone, and now the mornings were bright.	the	mornings	bright	the mornings	2	(NP (DT the) (NNS mornings))
4274028:4	these twenty-fourthers were serious people.	these	twenty-fourthers	serious	these twenty-fourthers	2	(NP (DT These) (NNS Twenty-fourthers))
4276163:24	nobody quite knows who decided all these things were dangerous and evil, or why they did so.	these	things	dangerous	all these things	3	(NP (PDT all) (DT these) (NNS things))
4279989:5	the pilots were drunk and half-naked; they got no help from the french girls, who simply screamed and tried to get out of the window.	the	pilots	drunk	the pilots	2	(NP (DT The) (NNS pilots))
4280699:4	some shells were distant.	some	shells	distant	some shells	2	(NP (DT Some) (NNS shells))
4284327:14	ln the parks the eucalypti were alive with lorikeets, and flocks of parakeets chased each other around the streets; while spotted diamond birds clung to the leaves of trees in every enclosure, and yellow-throated honey-eaters crept along branches in the ravines around the town.	the	eucalypti	alive	the eucalypti	2	(NP (DT the) (NNS eucalypti))
